0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
690,72236718,SLD,279900,296400,10/01/2017,12/26/2017,,7,7,11 Fairmount St,New Bedford,MA,2740,,4,3,2196,114,6520,Linda Silveira,"Gold Star Realty, Inc.",(508) 998-1888,Call List Agent,"Move right into this freshly painted, beautiful 2 family with 4 bedrooms & 3 full baths  Ceramic tile kitchen and baths and 2 car garage.",,,2,,,,,,,MF,Fairmount St,11,11,http://media.mlspin.com/photo.aspx?mls=72236718
691,72236720,SLD,359900,360000,10/01/2017,12/05/2017,,8,8,50 Manomet St,Brockton,MA,2301,,4,2,2634,126,6011,Cesar Miranda,Keller Williams Realty,(508) 238-5000,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","West Side 2 Family with 2 car garage! Property offers: partially finished attic for expansion, hardwood floors, 2 newer heating systems, off street parking and plenty more. Contact to schedule private tour.",,,2,,,options,options,options,,MF,Manomet St,50,50,http://media.mlspin.com/photo.aspx?mls=72236720
692,72236760,ACT,350000,,10/02/2017,,,140,,59 E Gardner Rd,Westminster,MA,1473,,6,3,2800,30,43560,Jordan LeBlanc,Keller Williams Realty North Central,(978) 840-9000,"Call List Agent, Lock Box, Appointment Required","Have you been looking for a two-family property to purchase for investing or for a relative to share a home but have separate spaces? Here is your opportunity! This property has two up and down units, each with a finished basement and outdoor deck, and three bedrooms upstairs with a spacious living room downstairs. This corner lot affords a large yard all around the home. A white picket fence, paved parking, and a detached 2 car garage seal the deal on this duplex. Come take a look at this great and rare property. Under 5 minutes to the center of town and Route 2, great location for quick access to elementary as well as middle and high schools. Come take a look!",,,2,,,,,,,MF,E Gardner Rd,59,59,http://media.mlspin.com/photo.aspx?mls=72236760
693,72236779,UAG,499000,,10/02/2017,,,37,37,15-17 Central St,Georgetown,MA,1833,,7,4,3536,165,4750,Stephen Martin,"Wellsco, LLC",(978) 225-0660,Call List Agent,"Rarely available 4 unit building right in the heart of downtown Georgetown. CURRENT rents below market w/ long term tenants at $42,780. CURRENT Operating Expenses including Taxes are just under $15,000. PROJECTED RENT ROLL OVER $50,000. Great buy & hold investment opportunity. Roof was replaced in 2010. All newer electric. Separate electric meters, separate hot water. All hot water heaters are new; new septic system in 2009. Units 1 and 4 have lead certificates.; Don’t miss out on this opportunity in downtown Georgetown, conveniently located with easy access to major routes, dining, shopping, transportation and schools.  All units are occupied w/ tenants varying in longevity from 15 years - 1 Year. Owners reserve the right to accept or deny any and all offers. Buyer to allow seller time to find a suitable property for 1031 exchange.  Property can be bought together as a package deal w/ 89 West Main Street (MLS #72236782) -",,,0,,,,,,,MF,Central St,1517,15-17,http://media.mlspin.com/photo.aspx?mls=72236779
694,72236817,SLD,389900,380000,10/02/2017,12/12/2017,,21,6,22-24 Mechanic Street,Attleboro,MA,2703,,6,3,3713,108,5240,Colleen Ross,NextHome Ross Realty Group,(774) 215-0077,"Call List Office, Call List Agent, Lock Box, Accompanied Showings, Appointment Required, Sign","Great investment property or owner occupied.Large 3 family well maintained with replacement windows, vinyl siding, new roof, reinforced porch and landscaping.  All units are spacious with 2 bedrooms and 1 bath.  Separate utilities, storage in basement and washer and dryer hookup for each unit. Walking distance to schools, town and trains.  Easy access to highways.",,,0,,,,,,,MF,Mechanic Street,2224,22-24,http://media.mlspin.com/photo.aspx?mls=72236817
695,72236846,SLD,99900,95000,10/02/2017,12/01/2017,,51,51,27-29 Gage St,Fitchburg,MA,1420,,8,3,3596,118,5345,James Greelish,Greelish Realty,(978) 302-0198,Call List Agent,"Large 3plex that's only been vacant for 3 months.  Rents are on the rise, get your start in the investing world, or expand your portfolio.  First floor unit was owner occupied, and could be 4 bedrooms.  Paved space for 6 off street parking spaces.  Newer windows on 2nd and 3rd floor.  Laundry room in basement.  Separate electric and heating systems.",,,0,,,,,,,MF,Gage St,2729,27-29,http://media.mlspin.com/photo.aspx?mls=72236846
696,72236858,SLD,769900,769900,10/02/2017,12/19/2017,,4,4,16 Rush St,Somerville,MA,2145,,4,2,2191,128,5280,Jacqueline Veri,Century 21 Commonwealth,(617) 666-2121,--,"Located just minutes from the Orange  Line ""T"" station and route 93, McGrath Highway and downtown Boston.  This two family property is situated on a 5,280 sq. ft. lot, with  one car garage and parking for 4-5 vehicles.It  is in need of some nice renovations for owner occupant or condo conversion or a large single family.  GROUP SHOWINGS ONLY .  Property to be SOLD ""AS IS"".  Contingent upon Sellers closing on new home which is already under P & S Agreement.  All Offers must include:  closing date of December 1, 2017.   GROUP SHOWING THURSDAY 5:30 TO 6:30 GARAGE WILLBE SHOWN AS WELL...",,,1,,,,,,,MF,Rush St,16,16,http://media.mlspin.com/photo.aspx?mls=72236858
697,72236975,SLD,439900,400000,10/02/2017,12/15/2017,,11,11,17 Abbott Street,Haverhill,MA,1835,Bradford,8,3,3409,118,5488,Mark Bishop,RE/MAX Insight,(978) 620-4600,Other (See Special Showing Instructions),"Don't miss out on this opportunity to own a rare 3 unit home in Bradford.  Well maintained long time family owned home.  The 1st floor unit features 7 rooms, 3 bedrooms and 1 bath with a living room, formal dining room, large eat-in kitchen and sun room.  Lots of wood flooring throughout.  Unit 2  features the same layout as unit 1 with 7 rooms, 3 bedrooms and a full bath,  Unit 3 on the top floor features a large eat-in kitchen, living room and 2 bedrooms.  Off street parking and small rear yard. Separate utilities.  Unit 1 is a TAW and unit 2 and 3 have a lease in place.  Estate sale and is subject to obtaining the license to sell from Probate.  Closing date must be at least 45 days from P/S date.  GROUP SHOWINGS",,,0,,,,Hunking,Haverhill High,,MF,Abbott Street,17,17,http://media.mlspin.com/photo.aspx?mls=72236975
698,72237014,UAG,269900,,10/02/2017,,,79,63,541 Mohawk Trl,Greenfield,MA,1301,,3,2.5,3303,88,87133,Douglas Fontaine,Maniatty Real Estate,(413) 774-3400,"Call List Agent, Appointment Required, Pets on Premises",A truly unique opportunity awaits with this iconic Rt2 Building that's rich with history.  Formerly known as the Rockledge Restaurant and Scotch Mist this building recently underwent a full renovation and was converted to a 3 family dwelling.  Each unit has its own special character that sets it apart from the rest.  The Upper unit is set up as an expansive studio type space and has incredible views from the large windows as well as from the sizable deck. There's even a spiral staircase that leads to an office area. The Middle apartment has a more traditional layout and also has great views of the valley. The lower level features a studio type of layout and even has a natural stone wall which is exposed into the living space! All units are on separate utilities so the tenants are responsible for their own heat and electric which makes this a great for investors or owner occupied.  There's plenty of off street parking and conveniently located to the area amenities!,,,0,,,,,,,MF,Mohawk Trl,541,541,http://media.mlspin.com/photo.aspx?mls=72237014
699,72237029,SLD,269000,250000,10/02/2017,12/07/2017,,25,11,42 Davis St,New Bedford,MA,2746,North,10,4,4458,113,8129,Kevin Trahan,Trahan Real Estate Services,(508) 995-9079,Call List Agent,"Extremely rare find, very well maintained four family with ample off street parking. This home has been in the same family for more than 50 years and is ideal for the next owner occupant. The first floor unit is massive with 4 to 5 bedrooms, the second floor has a similar layout and the third floor has two good sized 2 bedroom units. Updated electric, recently paved parking lot, and semi modern apartments make this a truly turn key investment. There is an intercom system that allows for visitors to be buzzed in and the clean, dry basement has washer and dryer hookups as well a individual storage units. Tenants in place have been in this building for 20, 10, and 5 years respectively. * No showings until after Oct 25th.",,,0,,,,,,,MF,Davis St,42,42,http://media.mlspin.com/photo.aspx?mls=72237029
700,72237052,SLD,109900,95000,10/01/2017,12/26/2017,,72,72,70-72 Walnut Street,Fitchburg,MA,1420,,6,3,3834,138,5284,Kelle O'Keefe,Keller Williams Realty North Central,(978) 840-9000,Sign,"Large three unit building 2-2-2 bedrooms ready for an investor to  start or add to their portfolio!  Open concept  and spacious units. Hardwood flooring. There is lots of potential to make this into an cash flow investment property.  Units have separate heat and electric Two units are rented and TAWS. Each unit has outside porches.  This is a priced for condition and it will not go FHA or VA. ""As Is sale"".  Inspections, if any, will be for buyer awareness only.  Buyer will be responsible for smoke certification. University  Town, access to major highways, shopping , public transportation  and the ""T"".  Professional Property  Management in place.Please do not disturb tenants.",,,0,,,,,,,MF,Walnut Street,7072,70-72,http://media.mlspin.com/photo.aspx?mls=72237052
701,72237087,SLD,1299000,1110000,10/02/2017,12/20/2017,,16,16,9 8Th St,Cambridge,MA,2141,,7,3,2987,145,1690,Julia Bonavita,"Apex Realty Group, LLC",(978) 276-3333,Call List Office,"Contractors/Investors take note! Nicely maintained RARE triple decker conveniently located minutes to Lechmere Station, CambridgeSide Galleria & Twin City Plaza.  Quick commute to MIT, Kendall, Central, & Harvard Squares. This is a walkers dream w/ a walking score of 94!  Unit 1: EI Kitchen, living room, 2 large bedrooms and large bathroom w/soaking tub. Unit 2: EI Kitchen, living room, 2 large bedrooms and good size bath. Unit 3: EI kitchen, living room, 3 bedrooms and spacious bath. Each unit allows for access to back decks. 1st & 2nd floors will be delivered vacant.  Third floor tenants have lease until 8/31/18. Property is being SOLD AS IS. Basement provides plenty of storage w/ separate coin-op laundry area. Flat rubber roof (2010). Each unit has separate gas furnaces (2001) & water tanks. 100 amp electrical. Back yard is fenced and offers small grass area. Interior needs minor updates but can easily be rented as is for immediate cash flow.",,,0,,,,,,,MF,8Th St,9,9,http://media.mlspin.com/photo.aspx?mls=72237087
702,72237111,CTG,204900,,10/02/2017,,,310,123,214 Rollstone Street,Fitchburg,MA,1420,,8,4,2880,88,5902,Kelle O'Keefe,Keller Williams Realty North Central,(978) 840-9000,"Call List Agent, Appointment Required, Sign","Large 4 unit with plenty of off street parking 2-2-2-2 bedrooms! Lead Compliance letters in hand.  Seller will paint the building for you, put an offer in soon and you can choose the color!  Building has had renovations since ownership  to include inside being painted, maintained windows and some new, addressed stairs and doors. Updated lighting fixtures and ceiling fans. New side porch stairs!  Plumbing and electrical have been serviced.  Apartments have open floor ! Perfect for an owner occupied or add to your investment portfolio!  University Town, Shopping, access to major highways and the ""T""!",,,0,,,,,,,MF,Rollstone Street,214,214,http://media.mlspin.com/photo.aspx?mls=72237111
703,72237115,SLD,315000,300000,10/02/2017,12/06/2017,,72,24,20-22 Cady St,Lowell,MA,1852,,8,2,2648,98,2152,Tim Desmarais,RE/MAX Insight,(978) 957-7379,Schedule with ShowingTime or call 888-627-2775,"Great potential to generate solid income!  Generous sized two family with recent improvements such as paint and flooring in both units. Modern heating systems and electrical panels, separate utilities and recent water heaters for both units. Walking distance to public transportation and historic downtown. This property has a great rental history and it can continue for you. One unit currently occupied with tenants who would like to stay. The second floor unit is move in ready with great views from the back porch. Lead paint certificates for both unit. This is a ""no brainer"" purchase for the investor or owner occupant.",,,0,,,,,,,MF,Cady St,2022,20-22,http://media.mlspin.com/photo.aspx?mls=72237115
704,72237130,SLD,250000,250000,10/02/2017,12/08/2017,,13,13,13 Esther,Worcester,MA,1607,,6,3,2228,128,10082,Vincent Browne,"XSell Realty, LLC",(508) 407-8091,"Call List Agent, Appointment Required",,,,0,,,,,,,MF,Esther,13,13,http://media.mlspin.com/photo.aspx?mls=72237130
705,72237165,ACT,159900,,10/01/2017,,,141,,52 Boys Ave,Killingly,CT,6263,,5,2,1635,103,9583,Dianne Barrett,Johnston & Associates Real Estate,(860) 923-3377,"Call List Agent, Accompanied Showings, Appointment Required, Sign","great owner occupied property multi family is in great condition offers nice living room, dining area, 2 bedroom on one side 3 bedrooms on the other. 2 boilers 1 new boiler in 2016, dry basement with laundry hookups , sewer fees pay 331.08 jan 1 and july 1 water fee 120.00 quarterly",,,0,,,,,,,MF,Boys Ave,52,52,http://media.mlspin.com/photo.aspx?mls=72237165
